host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
8705535,Centro,Embajadores,40.40856,-3.70822,Entire home/apt,70,4,21,0.29,5,298
8719029,Ciudad Lineal,Ventas,40.42849,-3.65264,Entire home/apt,55,4,88,1.21,1,266
8724268,Arganzuela,Palos de Moguer,40.40134,-3.68872,Entire home/apt,80,3,94,3.13,1,1
1766434,Chamartín,Prosperidad,40.44197,-3.67498,Private room,23,15,33,0.74,1,309
3606346,Centro,Embajadores,40.41309,-3.70553,Entire home/apt,73,2,222,3.06,8,142
8242728,Retiro,Jerónimos,40.40875,-3.6906,Private room,45,1,54,0.75,1,314
8789737,Centro,Justicia,40.42165,-3.69918,Entire home/apt,90,3,119,1.69,3,349
8789737,Centro,Justicia,40.42244,-3.69977,Entire home/apt,110,3,157,2.23,3,336
8807899,Centro,Universidad,40.42252,-3.70341,Entire home/apt,55,2,183,2.73,1,272
8814428,Usera,Zofío,40.38406,-3.71282,Private room,20,7,6,0.11,2,173
8608997,Centro,Sol,40.41546,-3.70791,Private room,36,3,60,0.84,1,282
8624564,Ciudad Lineal,Ventas,40.42323,-3.65363,Private room,20,1,66,3.99,2,115
8879010,Centro,Universidad,40.42023,-3.70347,Entire home/apt,56,3,38,1.0,1,329
8879142,Tetuán,Almenara,40.46732,-3.69022,Private room,33,1,75,1.08,3,354
2864064,Centro,Sol,40.41594,-3.70719,Entire home/apt,62,1,307,4.21,23,136
8901422,San Blas - Canillejas,Simancas,40.44018,-3.61758,Entire home/apt,85,1,238,3.37,2,90
1091014,Centro,Embajadores,40.41105,-3.7066,Entire home/apt,95,3,0,0.0,4,201
8933508,Centro,Sol,40.41766,-3.70276,Entire home/apt,80,3,190,2.63,2,97
5542111,Centro,Universidad,40.42249,-3.70418,Entire home/apt,67,1,209,2.93,62,335
8647044,Centro,Cortes,40.41531,-3.70006,Entire home/apt,89,2,32,0.48,6,333
8983711,Centro,Universidad,40.4239,-3.70059,Private room,70,3,84,1.18,2,339
8986611,Centro,Embajadores,40.40588,-3.70121,Entire home/apt,69,2,246,3.44,3,53
8996173,Centro,Embajadores,40.40934,-3.69733,Entire home/apt,70,2,299,4.15,1,279
1216993,Salamanca,Goya,40.42774,-3.67456,Entire home/apt,85,2,183,4.04,1,294
8705535,Centro,Embajadores,40.40801,-3.70586,Entire home/apt,68,4,49,0.71,5,0
2111994,Tetuán,Cuatro Caminos,40.45576,-3.69942,Private room,30,7,2,0.04,2,109
9042464,Centro,Embajadores,40.41351,-3.70195,Entire home/apt,315,3,102,1.44,1,206
901218,Centro,Cortes,40.41732,-3.69799,Private room,42,1,159,2.2,25,361
4023064,Centro,Universidad,40.42498,-3.70261,Entire home/apt,72,2,154,2.2,6,92
4231218,Centro,Sol,40.41747,-3.70464,Entire home/apt,79,2,334,4.8,4,228
4424222,Moratalaz,Media Legua,40.40702,-3.65371,Entire home/apt,110,3,61,1.11,5,129
9137401,Centro,Cortes,40.41346,-3.70113,Entire home/apt,85,3,153,2.17,1,59
9145004,Centro,Justicia,40.4227,-3.69664,Entire home/apt,71,2,232,3.2,2,150
5537924,Centro,Embajadores,40.40788,-3.70479,Entire home/apt,70,3,249,3.45,8,287
9172209,Centro,Palacio,40.41557,-3.71035,Entire home/apt,45,3,131,1.83,1,312
9210324,Centro,Embajadores,40.40969,-3.70269,Entire home/apt,50,3,138,2.09,1,53
9222331,Chamberí,Rios Rosas,40.44198,-3.69965,Private room,30,3,7,0.13,1,294
3488397,Centro,Sol,40.41881,-3.70129,Entire home/apt,66,2,381,5.49,1,92
4975799,Centro,Sol,40.41525,-3.7042,Entire home/apt,81,2,401,5.54,11,319
3150192,Carabanchel,Puerta Bonita,40.38506,-3.73278,Entire home/apt,59,2,93,1.79,1,56
9243583,Arganzuela,Palos de Moguer,40.40388,-3.69561,Entire home/apt,89,5,57,0.95,2,0
9244612,Centro,Universidad,40.42544,-3.70519,Entire home/apt,67,90,27,0.39,1,273
534128,Centro,Universidad,40.42707,-3.70161,Entire home/apt,185,3,5,0.08,12,93
534128,Centro,Justicia,40.42812,-3.70079,Entire home/apt,185,3,0,0.0,12,100
534128,Centro,Justicia,40.42671,-3.69985,Entire home/apt,185,3,0,0.0,12,102
4292037,Centro,Universidad,40.42437,-3.70113,Entire home/apt,55,2,223,4.41,4,325
9277975,Centro,Palacio,40.41096,-3.71118,Entire home/apt,52,15,53,0.8,1,88
3661209,Centro,Universidad,40.42285,-3.70739,Entire home/apt,75,6,6,0.11,1,230
9290112,Centro,Embajadores,40.41151,-3.70265,Entire home/apt,55,3,206,2.94,1,205
7129474,Centro,Justicia,40.42283,-3.69611,Entire home/apt,70,5,2,0.04,1,0
1713524,Centro,Sol,40.41549,-3.70687,Entire home/apt,120,2,51,0.94,2,40
5883486,Centro,Universidad,40.42578,-3.70931,Entire home/apt,75,4,172,2.41,1,215
1470394,Centro,Cortes,40.41769,-3.69905,Private room,20,60,16,0.26,2,271
4023064,Centro,Embajadores,40.41182,-3.70578,Entire home/apt,72,2,315,4.38,6,305
4231218,Centro,Universidad,40.42606,-3.70252,Entire home/apt,82,2,200,2.82,4,279
901218,Centro,Cortes,40.41793,-3.69737,Private room,42,1,150,2.09,25,356
1714541,Ciudad Lineal,Ventas,40.42239,-3.65351,Entire home/apt,55,1,23,0.43,9,124
8622607,Moncloa - Aravaca,Casa de Campo,40.4261,-3.73061,Private room,25,2,7,0.1,1,352
6915283,Centro,Universidad,40.42879,-3.70808,Entire home/apt,80,2,0,0.0,1,0
596469,Salamanca,Recoletos,40.42155,-3.68401,Hotel room,90,5,9,0.15,30,323
2444553,Centro,Sol,40.41536,-3.70624,Entire home/apt,55,3,27,0.41,5,92
5542111,Centro,Universidad,40.42198,-3.70542,Entire home/apt,120,1,264,3.68,62,326
9525646,Arganzuela,Palos de Moguer,40.40187,-3.69713,Entire home/apt,50,2,5,1.36,1,0
9551147,Centro,Embajadores,40.41264,-3.70378,Entire home/apt,49,1,184,2.57,1,261
3275902,Centro,Sol,40.4195,-3.70069,Entire home/apt,85,90,134,1.91,2,229
9570589,Salamanca,Guindalera,40.43201,-3.66672,Entire home/apt,90,3,87,2.38,1,180
5542111,Centro,Universidad,40.42081,-3.70536,Entire home/apt,135,1,234,3.27,62,333
9597850,Centro,Embajadores,40.40768,-3.70995,Entire home/apt,45,3,55,1.52,1,259
9643400,Centro,Cortes,40.41663,-3.70009,Entire home/apt,80,5,14,0.21,1,266
9644407,Centro,Cortes,40.41485,-3.6986,Private room,20,15,4,0.24,1,1
2519411,Retiro,Pacífico,40.40345,-3.6778,Entire home/apt,56,4,22,0.31,1,287
8108510,Retiro,Ibiza,40.42071,-3.67283,Private room,39,1,27,0.6,1,153
1364024,Latina,Puerta del Angel,40.4105,-3.72386,Private room,31,6,24,0.4,1,226
9696587,Centro,Justicia,40.42467,-3.69993,Hotel room,139,3,170,2.54,3,55
9699624,Centro,Universidad,40.42471,-3.70607,Private room,35,1,72,1.07,4,270
9548677,Centro,Palacio,40.4124,-3.71117,Entire home/apt,76,3,50,0.7,1,261
534128,Centro,Justicia,40.42654,-3.70033,Entire home/apt,130,3,1,0.04,12,109
1172225,Chamberí,Arapiles,40.43467,-3.70698,Private room,100,3,9,0.13,3,260
534128,Chamberí,Trafalgar,40.43153,-3.70062,Entire home/apt,185,3,1,0.03,12,323
534128,Chamberí,Trafalgar,40.43021,-3.70222,Entire home/apt,185,3,0,0.0,12,138
534128,Chamberí,Trafalgar,40.4316,-3.70187,Entire home/apt,194,3,1,0.02,12,315
534128,Chamberí,Trafalgar,40.43098,-3.7017,Entire home/apt,194,3,2,0.03,12,305
9738650,Centro,Palacio,40.41651,-3.71784,Entire home/apt,100,4,58,0.82,1,261
901218,Centro,Cortes,40.41617,-3.69807,Private room,38,1,150,2.11,25,321
8276432,Centro,Sol,40.41842,-3.70069,Entire home/apt,58,2,405,5.76,14,282
9790541,Centro,Sol,40.41467,-3.70643,Entire home/apt,85,2,82,1.28,1,180
9800520,Chamartín,El Viso,40.45116,-3.68926,Private room,25,6,79,1.16,1,307
8705535,Centro,Palacio,40.41155,-3.71366,Entire home/apt,55,4,25,0.37,5,220
5675916,Arganzuela,Chopera,40.39643,-3.7008,Private room,18,1,107,2.43,4,342
8724478,Chamberí,Trafalgar,40.43648,-3.70193,Entire home/apt,47,30,62,0.88,1,234
9872400,Centro,Embajadores,40.40997,-3.70343,Entire home/apt,68,2,46,0.66,1,261
9531372,Moratalaz,Vinateros,40.40523,-3.64211,Private room,68,1,0,0.0,1,365
1985408,Centro,Palacio,40.41096,-3.71058,Entire home/apt,204,1,63,0.98,1,335
82175,Centro,Palacio,40.42243,-3.71026,Entire home/apt,60,30,12,0.23,4,230
9940609,Centro,Justicia,40.42677,-3.69761,Private room,44,2,265,3.76,2,45
4068912,Centro,Universidad,40.42288,-3.70289,Private room,38,1,310,4.75,4,304
4068912,Centro,Universidad,40.42294,-3.70294,Private room,42,1,242,3.44,4,316
9278712,Centro,Embajadores,40.41031,-3.70331,Entire home/apt,69,4,18,0.3,1,0
5149901,Centro,Embajadores,40.41044,-3.70795,Entire home/apt,66,4,143,2.03,1,225
9594535,Retiro,Jerónimos,40.40665,-3.68656,Private room,40,2,210,3.44,1,61
1784424,Centro,Embajadores,40.41013,-3.70223,Entire home/apt,105,3,349,4.96,2,278
2991670,Salamanca,Guindalera,40.43463,-3.66983,Private room,19,4,34,0.52,11,230
498646,Puente de Vallecas,Portazgo,40.38728,-3.64699,Private room,26,2,9,0.15,4,261
4068912,Centro,Justicia,40.42275,-3.70058,Private room,42,1,209,2.97,4,300
4068912,Centro,Justicia,40.42298,-3.70035,Private room,39,1,259,3.68,4,321
10189139,Centro,Embajadores,40.41138,-3.7022,Private room,45,6,172,2.83,1,281
7489861,Centro,Embajadores,40.413,-3.70308,Entire home/apt,75,4,55,0.79,2,3
1732442,Centro,Sol,40.41504,-3.70762,Entire home/apt,75,2,141,2.03,9,333
9250119,Centro,Universidad,40.42765,-3.70465,Entire home/apt,85,2,80,1.15,1,147
10215430,Centro,Embajadores,40.40639,-3.69866,Entire home/apt,40,1,589,8.45,2,189
4190343,Centro,Cortes,40.41609,-3.70058,Entire home/apt,110,2,374,5.34,20,318
5542111,Centro,Universidad,40.42241,-3.70699,Entire home/apt,76,1,269,3.82,62,317
4618994,Centro,Embajadores,40.41005,-3.70143,Entire home/apt,49,2,293,4.23,2,29
353738,Centro,Justicia,40.42792,-3.70178,Entire home/apt,63,28,8,0.12,5,284
3698116,Carabanchel,Comillas,40.39212,-3.71378,Private room,21,1,164,3.39,1,69
10402340,Centro,Palacio,40.41705,-3.71038,Entire home/apt,75,1,5,0.07,1,116
2444553,Centro,Sol,40.41642,-3.70579,Entire home/apt,85,3,12,0.2,5,0
10516522,Centro,Embajadores,40.41135,-3.70062,Entire home/apt,75,3,8,0.86,1,326
6979632,Ciudad Lineal,Ventas,40.43105,-3.65584,Entire home/apt,80,7,2,0.03,1,350
2750053,Tetuán,Berruguete,40.46059,-3.7026,Entire home/apt,68,6,14,0.23,1,353
10544543,Chamberí,Rios Rosas,40.44081,-3.69417,Entire home/apt,65,5,87,1.36,1,285
10550853,Centro,Universidad,40.42341,-3.70873,Entire home/apt,59,3,252,3.62,1,246
762655,Centro,Sol,40.4195,-3.70417,Entire home/apt,75,12,52,0.77,2,65
3048290,Centro,Universidad,40.42312,-3.70533,Entire home/apt,85,3,5,0.17,11,265
8447678,Centro,Sol,40.41998,-3.70321,Entire home/apt,90,2,84,2.71,2,210
3048290,Centro,Universidad,40.42412,-3.70631,Entire home/apt,85,4,1,0.02,11,264
6072314,Centro,Embajadores,40.41033,-3.70784,Private room,50,2,56,0.81,7,261
10651006,Centro,Sol,40.41933,-3.70618,Entire home/apt,68,3,86,1.26,8,341
4839888,Retiro,Pacífico,40.40698,-3.67555,Entire home/apt,481,2,53,0.8,10,109
10654623,Centro,Embajadores,40.40735,-3.70718,Private room,35,5,253,3.71,1,280
10668178,Arganzuela,Palos de Moguer,40.40446,-3.70077,Entire home/apt,80,7,0,0.0,1,48
4582755,Centro,Embajadores,40.4094,-3.69758,Private room,34,2,4,0.11,3,319
6564220,Centro,Universidad,40.42209,-3.7023,Entire home/apt,65,3,208,3.01,1,130
4083688,Centro,Sol,40.41592,-3.70461,Private room,59,3,159,2.35,9,48
4083688,Centro,Sol,40.41697,-3.70401,Entire home/apt,59,2,274,3.99,9,38
4083688,Centro,Sol,40.41543,-3.70548,Entire home/apt,55,3,242,3.54,9,30
3048290,Centro,Universidad,40.42426,-3.70701,Entire home/apt,95,3,9,0.14,11,282
10651006,Centro,Sol,40.41991,-3.70537,Entire home/apt,59,2,94,1.35,8,330
10651006,Centro,Sol,40.41939,-3.70546,Entire home/apt,55,2,126,1.81,8,337
10651006,Centro,Sol,40.41991,-3.70659,Entire home/apt,99,2,8,0.12,8,339
3048290,Centro,Universidad,40.42294,-3.70559,Entire home/apt,95,2,3,0.06,11,249
7649063,Centro,Justicia,40.42193,-3.70071,Entire home/apt,57,2,123,2.04,6,61
2425848,Centro,Sol,40.41415,-3.705,Entire home/apt,199,2,203,2.95,4,271
1091014,Centro,Palacio,40.41521,-3.7173,Entire home/apt,375,2,51,0.77,4,8
353738,Chamberí,Trafalgar,40.43003,-3.70246,Entire home/apt,61,28,8,0.12,5,202
927713,Centro,Justicia,40.42309,-3.69935,Entire home/apt,65,1,239,3.44,9,145
4023064,Centro,Justicia,40.42436,-3.70004,Entire home/apt,61,2,190,2.73,6,218
10863262,Carabanchel,San Isidro,40.4004,-3.7216,Private room,23,5,27,0.39,1,58
8879142,Tetuán,Almenara,40.46661,-3.69059,Private room,33,1,32,0.49,3,353
5542111,Centro,Universidad,40.42236,-3.7084,Entire home/apt,73,1,159,2.38,62,269
2541550,Centro,Universidad,40.42081,-3.7065,Entire home/apt,125,1,35,0.51,10,0
10916450,Centro,Palacio,40.41491,-3.72161,Entire home/apt,90,1,38,0.56,2,261
10940437,Centro,Palacio,40.41461,-3.70806,Shared room,20,1,86,1.33,6,360
10942518,Usera,San Fermín,40.37978,-3.6912,Private room,28,2,24,0.37,2,79
10940437,Centro,Sol,40.41516,-3.70793,Shared room,22,1,45,0.72,6,364
10940437,Centro,Sol,40.41454,-3.70788,Shared room,22,1,60,0.93,6,365
10940437,Centro,Sol,40.41532,-3.70789,Shared room,21,1,37,0.58,6,356
10942518,Usera,Orcasur,40.38025,-3.69224,Private room,28,2,82,1.24,2,329
10974652,Centro,Embajadores,40.41409,-3.70334,Entire home/apt,200,2,52,0.82,1,124
4599639,Retiro,Niño Jesús,40.41433,-3.67388,Entire home/apt,110,2,14,0.21,24,198
2184051,Centro,Embajadores,40.40934,-3.70227,Entire home/apt,50,1,308,4.62,4,275
11116174,Centro,Palacio,40.42104,-3.70844,Entire home/apt,60,2,136,2.57,1,143
427419,Tetuán,Castillejos,40.46101,-3.69031,Entire home/apt,65,3,112,1.64,2,230
11146984,Hortaleza,Canillas,40.46524,-3.65793,Entire home/apt,100,6,24,0.38,1,0
2662680,Centro,Sol,40.41692,-3.70656,Hotel room,135,4,205,3.02,8,262
11172003,Chamberí,Almagro,40.4297,-3.69383,Private room,45,1,0,0.0,10,79
11152132,Centro,Embajadores,40.40821,-3.69995,Entire home/apt,70,3,323,4.79,1,309
11179787,Carabanchel,Comillas,40.38823,-3.7149,Entire home/apt,31,12,40,0.6,1,291
11262545,Arganzuela,Palos de Moguer,40.40466,-3.69664,Private room,45,1,105,2.16,1,361
11342272,Centro,Universidad,40.4273,-3.70227,Private room,30,1,23,0.93,1,319
11340614,Chamartín,Castilla,40.46979,-3.68306,Private room,40,1,275,4.09,4,3
11407661,Centro,Universidad,40.42237,-3.70126,Entire home/apt,49,6,156,2.34,1,334
1425071,Moncloa - Aravaca,Argüelles,40.42472,-3.71528,Entire home/apt,80,3,87,1.27,5,170
11479457,Centro,Palacio,40.41584,-3.70958,Entire home/apt,120,4,68,1.13,2,309
11385250,Centro,Embajadores,40.41102,-3.70255,Private room,35,1,125,2.58,3,125
5002446,Centro,Embajadores,40.40968,-3.70059,Entire home/apt,79,1,22,0.32,1,312
7739367,Centro,Embajadores,40.41055,-3.70621,Entire home/apt,65,2,251,3.69,2,311
7033920,Chamartín,Castilla,40.46784,-3.68612,Entire home/apt,95,4,69,1.02,5,56
2541550,Centro,Universidad,40.42039,-3.70547,Entire home/apt,67,1,78,1.15,10,0
11650026,Centro,Embajadores,40.41109,-3.70838,Entire home/apt,70,3,23,0.49,4,297
5500409,Centro,Embajadores,40.41048,-3.69727,Entire home/apt,65,1,188,2.76,7,75
1843216,Centro,Universidad,40.4252,-3.70701,Entire home/apt,69,4,174,2.7,2,316
11667662,Chamartín,Prosperidad,40.4403,-3.67448,Entire home/apt,49,2,92,1.35,1,170
762655,Centro,Sol,40.41928,-3.70322,Entire home/apt,75,12,47,0.71,2,71
8584829,Chamartín,Prosperidad,40.44217,-3.67065,Entire home/apt,75,2,65,0.99,1,271
3447304,Centro,Sol,40.41991,-3.70555,Private room,40,2,264,3.91,6,321
8515277,Retiro,Niño Jesús,40.40751,-3.67526,Entire home/apt,137,2,57,0.86,3,195
10037966,Arganzuela,Delicias,40.39841,-3.69489,Entire home/apt,58,3,53,0.83,1,2
4615520,Centro,Embajadores,40.40994,-3.70381,Entire home/apt,78,3,274,4.05,14,145
2561320,Centro,Embajadores,40.40883,-3.69348,Entire home/apt,140,2,258,3.92,9,267
7331716,Centro,Palacio,40.41001,-3.7117,Entire home/apt,60,2,12,0.2,1,2
11964814,Ciudad Lineal,Pueblo Nuevo,40.42812,-3.64331,Private room,29,2,20,0.33,1,160
9805902,Centro,Justicia,40.42152,-3.69884,Entire home/apt,200,3,0,0.0,1,0
2933277,Centro,Sol,40.4188,-3.70194,Entire home/apt,82,2,242,3.58,1,330
12027564,Centro,Cortes,40.41309,-3.69829,Entire home/apt,70,1,483,7.97,4,324
12028707,Centro,Embajadores,40.4125,-3.70745,Entire home/apt,120,14,16,0.25,6,257
12028707,Centro,Sol,40.41397,-3.70634,Entire home/apt,120,14,16,0.25,6,272
12028707,Centro,Palacio,40.41226,-3.70776,Entire home/apt,300,4,44,0.66,6,0
2536524,San Blas - Canillejas,Arcos,40.42745,-3.61435,Private room,25,28,14,0.23,5,343
12077356,Centro,Embajadores,40.40867,-3.69836,Entire home/apt,50,2,236,3.52,1,237
12105600,Centro,Justicia,40.42276,-3.69961,Entire home/apt,55,2,98,1.45,1,0
757672,Centro,Cortes,40.41395,-3.69693,Entire home/apt,120,3,69,2.66,1,65
4967875,Retiro,Ibiza,40.41743,-3.67752,Entire home/apt,94,2,13,0.23,10,295
12183135,Centro,Sol,40.4175,-3.70535,Entire home/apt,100,3,67,1.57,1,287
5031865,Latina,Puerta del Angel,40.40869,-3.73211,Entire home/apt,70,2,66,0.98,6,106
12252321,Moncloa - Aravaca,Casa de Campo,40.42696,-3.72077,Private room,27,3,85,1.29,4,328
4190343,Centro,Cortes,40.41431,-3.70193,Entire home/apt,75,2,331,4.9,20,327
8705535,Centro,Palacio,40.41187,-3.71217,Entire home/apt,62,4,19,0.35,5,265
12481365,Centro,Sol,40.4153,-3.70598,Entire home/apt,85,2,332,4.97,3,72
378073,Centro,Embajadores,40.41052,-3.6959,Entire home/apt,85,3,36,0.55,9,331
4975799,Centro,Sol,40.41598,-3.70283,Entire home/apt,85,2,462,6.83,11,306
5542111,Centro,Universidad,40.4208,-3.70425,Entire home/apt,65,1,354,5.32,62,319
12641432,Centro,Justicia,40.42534,-3.69858,Entire home/apt,75,1,44,1.23,1,5
12698367,Moncloa - Aravaca,Argüelles,40.42698,-3.71408,Entire home/apt,78,1,212,3.17,3,299
7038627,Centro,Embajadores,40.41066,-3.7007,Entire home/apt,64,5,133,1.99,1,240
12202578,Arganzuela,Palos de Moguer,40.40613,-3.69364,Private room,30,2,132,2.0,1,261
11824804,Centro,Universidad,40.42603,-3.70172,Entire home/apt,85,3,176,2.68,2,143
5514970,Chamartín,Castilla,40.47183,-3.68644,Entire home/apt,175,1,1,0.07,1,106
10569881,Centro,Universidad,40.42508,-3.70833,Entire home/apt,110,2,99,1.5,1,292
12799099,Centro,Embajadores,40.4107,-3.70465,Entire home/apt,84,7,0,0.0,1,261
12791313,Centro,Palacio,40.41383,-3.71519,Entire home/apt,100,2,44,0.67,1,0
12691164,Centro,Justicia,40.42763,-3.6976,Private room,45,2,243,3.85,2,229
12904592,Salamanca,Fuente del Berro,40.42455,-3.66577,Entire home/apt,90,4,4,0.8,2,330
12904592,Salamanca,Fuente del Berro,40.42429,-3.6654,Entire home/apt,90,4,83,1.26,2,322
1890653,Centro,Universidad,40.42352,-3.70121,Entire home/apt,58,2,135,2.03,1,0
605612,Centro,Embajadores,40.41103,-3.70829,Private room,34,1,198,3.14,6,314
13097473,Centro,Embajadores,40.41014,-3.70052,Entire home/apt,49,2,273,4.14,1,271
4677030,Moncloa - Aravaca,Argüelles,40.4256,-3.71286,Entire home/apt,90,30,13,0.2,13,71
845407,Centro,Universidad,40.42764,-3.70429,Entire home/apt,400,3,0,0.0,2,365
6128492,Salamanca,Recoletos,40.42748,-3.68221,Private room,50,1,0,0.0,1,0
4008643,Chamartín,El Viso,40.43956,-3.68105,Entire home/apt,125,2,38,0.58,4,263
13250761,Chamberí,Trafalgar,40.43822,-3.70074,Private room,200,1,6,0.35,3,364
13253937,Retiro,Ibiza,40.42154,-3.67889,Entire home/apt,100,2,7,0.1,1,311
13340216,Centro,Embajadores,40.40641,-3.70115,Entire home/apt,70,3,71,1.08,1,126
845407,Centro,Universidad,40.42721,-3.70448,Entire home/apt,110,5,13,0.21,2,344
9757922,Centro,Justicia,40.42015,-3.69668,Entire home/apt,80,1,126,1.96,6,227
13440901,Centro,Universidad,40.42159,-3.70134,Entire home/apt,100,3,33,0.54,1,347
13474925,Centro,Embajadores,40.40825,-3.6984,Entire home/apt,50,5,125,1.91,1,81
2864064,Centro,Palacio,40.41126,-3.71238,Entire home/apt,61,1,229,3.45,23,128
13492658,Centro,Embajadores,40.40972,-3.70102,Private room,24,3,210,3.19,1,319
13513088,Centro,Embajadores,40.40817,-3.70473,Entire home/apt,80,30,38,0.58,1,272
13523635,Tetuán,Almenara,40.47128,-3.69189,Private room,100,1,46,0.69,3,333
13537715,Latina,Puerta del Angel,40.41082,-3.73552,Entire home/apt,70,2,150,2.28,1,341
13569734,Centro,Sol,40.41595,-3.70614,Entire home/apt,109,2,288,4.55,5,281
13569734,Centro,Sol,40.41456,-3.70527,Entire home/apt,109,2,301,4.66,5,317
13590063,Centro,Cortes,40.41343,-3.69532,Entire home/apt,30,2,292,4.51,2,0
1156753,Chamberí,Almagro,40.43504,-3.69097,Private room,65,2,1,0.05,1,242
4294898,Centro,Justicia,40.42196,-3.70078,Entire home/apt,46,1,41,0.62,1,263
13686767,Chamberí,Trafalgar,40.43209,-3.69928,Entire home/apt,60,1,2,0.05,1,0
13689103,Chamberí,Rios Rosas,40.44003,-3.69849,Entire home/apt,65,5,42,0.65,1,125
3447304,Centro,Sol,40.41883,-3.70594,Private room,40,2,214,3.3,6,317
13732037,Centro,Universidad,40.42284,-3.70252,Entire home/apt,75,2,83,1.27,3,345
13742566,Centro,Cortes,40.41255,-3.6979,Entire home/apt,60,2,218,3.31,2,285
13742566,Centro,Cortes,40.41081,-3.695,Entire home/apt,67,2,260,4.32,2,101
13751801,Centro,Universidad,40.42821,-3.70431,Private room,21,20,20,0.31,1,186
1650712,Salamanca,Goya,40.42411,-3.67506,Entire home/apt,165,3,22,0.36,26,294
13841663,Centro,Embajadores,40.41078,-3.69947,Entire home/apt,85,2,11,0.18,1,170
1843216,Centro,Embajadores,40.40787,-3.70135,Entire home/apt,69,4,170,2.58,2,310
5542111,Centro,Universidad,40.42306,-3.70997,Entire home/apt,67,1,221,3.36,62,320
11475174,Centro,Embajadores,40.40904,-3.70297,Entire home/apt,47,2,324,4.91,1,106
1408525,Centro,Universidad,40.42227,-3.70644,Entire home/apt,77,3,12,0.18,56,324
13892378,Centro,Embajadores,40.4107,-3.70223,Entire home/apt,85,2,271,4.11,2,303
605612,Centro,Palacio,40.41241,-3.70951,Private room,40,1,103,1.73,6,355
13053383,Centro,Universidad,40.42398,-3.70498,Entire home/apt,60,70,109,1.65,4,268
14011262,Centro,Justicia,40.42153,-3.69716,Entire home/apt,58,30,9,0.4,1,94
9631554,Moncloa - Aravaca,El Plantío,40.47117,-3.82864,Entire home/apt,542,5,1,0.28,1,365
4599639,Centro,Justicia,40.42278,-3.69429,Entire home/apt,89,2,9,0.17,24,170
1408525,Retiro,Pacífico,40.40468,-3.67975,Entire home/apt,110,4,13,0.23,56,327
13612054,Centro,Palacio,40.42184,-3.71025,Entire home/apt,59,14,11,0.17,2,165
14146783,Centro,Cortes,40.41411,-3.70289,Entire home/apt,85,2,16,0.33,3,341
14146783,Centro,Cortes,40.41559,-3.70147,Entire home/apt,85,2,23,0.44,3,352
7739367,Centro,Embajadores,40.41093,-3.70691,Entire home/apt,80,2,197,3.0,2,316
8879142,Chamartín,Nueva España,40.46075,-3.68947,Private room,33,1,133,2.08,3,354
1626768,Carabanchel,Comillas,40.39278,-3.71301,Entire home/apt,45,2,97,1.6,1,142
14238818,Centro,Embajadores,40.40934,-3.70415,Private room,44,2,265,4.04,1,0
2864064,Chamberí,Trafalgar,40.43378,-3.70415,Entire home/apt,72,1,195,2.97,23,0
7115226,Centro,Justicia,40.42093,-3.69712,Private room,31,10,101,1.88,2,47
14405469,Centro,Embajadores,40.40925,-3.70405,Private room,33,2,136,2.08,3,262
1650712,Centro,Justicia,40.42338,-3.69888,Entire home/apt,99,2,45,0.68,26,316
7880786,Arganzuela,Palos de Moguer,40.40554,-3.70046,Private room,30,2,20,0.33,1,152
12028707,Centro,Embajadores,40.41388,-3.7061,Entire home/apt,120,14,14,0.22,6,122
4161237,Centro,Cortes,40.41503,-3.69711,Entire home/apt,120,2,90,1.4,5,328
4416684,Centro,Palacio,40.41204,-3.71025,Entire home/apt,75,4,141,2.16,2,35
132052,Centro,Cortes,40.41133,-3.69481,Private room,80,2,41,0.62,2,349
14600316,Salamanca,Lista,40.4322,-3.67277,Entire home/apt,51,2,212,6.52,1,147
14623378,Centro,Justicia,40.42814,-3.69925,Private room,70,2,16,1.63,1,60
14629836,Centro,Universidad,40.4217,-3.7059,Private room,39,1,389,5.96,13,307
9145004,Centro,Cortes,40.41379,-3.69855,Entire home/apt,70,2,191,2.91,2,142
14636546,Centro,Embajadores,40.41256,-3.70547,Private room,26,3,154,2.46,2,64
2569497,Centro,Sol,40.4187,-3.70215,Entire home/apt,49,2,348,5.43,2,296
14688250,Fuencarral - El Pardo,El Pardo,40.56274,-3.86391,Private room,52,2,32,0.51,2,290
10651006,Centro,Universidad,40.42052,-3.70619,Entire home/apt,69,3,34,0.52,8,339
14004017,Salamanca,Fuente del Berro,40.4295,-3.66133,Private room,40,1,193,2.97,1,2
2537508,Fuencarral - El Pardo,Mirasierra,40.48901,-3.72152,Private room,50,2,2,0.03,1,365
1650712,Centro,Embajadores,40.41145,-3.70764,Entire home/apt,99,2,20,0.31,26,155
2934730,Salamanca,Lista,40.42958,-3.67319,Entire home/apt,90,3,127,1.95,1,16
14800337,Centro,Palacio,40.4086,-3.71062,Entire home/apt,95,7,22,0.34,1,261
14809898,Chamberí,Arapiles,40.43019,-3.70711,Entire home/apt,160,3,43,0.68,2,146
13395947,Centro,Justicia,40.42436,-3.69695,Entire home/apt,65,3,166,2.54,1,63
4710774,Centro,Universidad,40.42779,-3.70566,Entire home/apt,90,3,327,5.0,6,48
